missingMass,weight,SignalChannel
1.1104085,0.010533002474596606,1.0
0.2055059,0.009799285957076092,1.0
1.2687844,0.010267428625333077,1.0
0.15259908,0.009910811904247552,1.0
0.034585506,0.010133099264714767,1.0
2.28729,0.01016029421587306,1.0
-0.22457749,0.009766548344346546,1.0
0.058923174,0.01023956640818627,1.0
0.6179429,0.009867945049926979,1.0
0.12656632,0.009274287012263701,1.0
0.5869472,0.010055307235156888,1.0
0.37339595,0.009458428986858784,1.0
0.02042057,0.010155951900468434,1.0
0.18606734,0.010117717330722526,1.0
1.9660251,0.010825176803177235,1.0
-0.26265204,0.010293903131556892,1.0
0.98853946,0.010358081447838632,1.0
0.13489714,0.00964503789741799,1.0
0.3364677,0.010005689837816072,1.0
-0.1706527,0.0107049777456031,1.0
0.26387957,0.010370724474280156,1.0
1.4065603,0.01058302539458004,1.0
0.038857114,0.0097727276249065,1.0
-1.0334939,0.010264916884075485,1.0
1.0713395,0.00972292480781886,1.0
0.4045783,0.010401670020249738,1.0
1.218869,0.010616282108515748,1.0
-0.23298891,0.010096038384859988,1.0
0.16993299,0.009071418708433636,1.0
-0.11472961,0.010442842946412258,1.0
-0.32055598,0.009913639193455781,1.0
0.4694527,0.010780158111492369,1.0
0.109003074,0.009682130143475586,1.0
-0.026854089,0.009222201692636121,1.0
0.024960794,0.009359998899312943,1.0
0.046441723,0.009947349072658426,1.0
-0.18296665,0.00940395501732155,1.0
-0.28227046,0.00990458402283109,1.0
-0.06326009,0.01000202757752295,1.0
0.41163903,0.009419894247237888,1.0
0.014320043,0.009466171005156263,1.0
-0.36900774,0.010387185894212744,1.0
0.17745844,0.009388318423883484,1.0
0.45373064,0.010286954317411562,1.0
-0.27772462,0.00977183381980454,1.0
0.05457546,0.010022546980437927,1.0
0.7913507,0.01061827519740208,1.0
2.58387,0.010725104570193971,1.0
-0.18105048,0.0097477400251096,1.0
-0.09636927,0.010122266833821463,1.0
0.2298811,0.010016223947424794,1.0
1.5010544,0.010532882818713677,1.0
0.26517275,0.00991994272007646,1.0
0.98095536,0.010080517271138453,1.0
-0.12069995,0.009542956004126435,1.0
0.23348863,0.010231278010309828,1.0
1.9957404,0.010922366922849746,1.0
0.0734049,0.00925848276219102,1.0
0.083410025,0.009802505493909005,1.0
-0.04959108,0.009999442366853812,1.0
0.003088771,0.009874955413828202,1.0
0.8412906,0.009385204528471245,1.0
1.5668064,0.010274683665742478,1.0
-0.002378116,0.010123208843716498,1.0
1.5906993,0.009942897117563671,1.0
0.18799193,0.009470780252738082,1.0
0.089993194,0.010223266461013885,1.0
0.79893,0.01008883992185548,1.0
0.5636923,0.009177482384905533,1.0
0.94827145,0.009886327582395826,1.0
0.43510565,0.009474989659995197,1.0
0.22997192,0.00968905527881145,1.0
-0.28675735,0.00967500239647719,1.0
0.32863346,0.010989443462990476,1.0
2.5570548,0.009981819144725972,1.0
-0.1644414,0.009504004098560257,1.0
-0.15674639,0.010569486902488408,1.0
0.25412965,0.009716344010126955,1.0
0.3105542,0.008934401197146996,1.0
-0.54166824,0.009541984594402541,1.0
0.624479,0.010550848188271678,1.0
0.05258406,0.009475661788620792,1.0
0.08599407,0.010227337115910428,1.0
-0.06475793,0.01022067112746766,1.0
2.530563,0.008690444073803576,1.0
0.30021748,0.01029939736226581,1.0
-0.065877765,0.009362880522293409,1.0
-0.006585812,0.009950775819512979,1.0
-0.35487124,0.00906264384009961,1.0
-0.19000414,0.01026183156961251,1.0
0.36570475,0.010458803631938705,1.0
0.4125795,0.010788724455945694,1.0
-0.013718102,0.010839846874345116,1.0
-0.40679693,0.010232280126502052,1.0
0.3259705,0.009331421276082857,1.0
0.6204366,0.009890491539282741,1.0
-0.21684036,0.009668964726306566,1.0
-0.26025033,0.010373023177308621,1.0
0.030820737,0.009735735132819681,1.0
-0.57070893,0.010187972990255253,1.0
-0.15494083,0.010732937199022803,1.0
1.0041068,0.010624577721235389,1.0
-0.21134728,0.00980241773689551,1.0
0.8589738,0.0099888655218631,1.0
0.65878797,0.010791535296308023,1.0
0.05240062,0.01015862957971737,1.0
1.182614,0.00997851627798419,1.0
1.1620117,0.010754541253239762,1.0
0.09649967,0.009625743165648511,1.0
0.18727873,0.010101126966873026,1.0
-0.08601666,0.009647602353298515,1.0
1.2498465,0.009471096026990918,1.0
0.151368,0.009142975978795138,1.0
2.243021,0.009891671893305157,1.0
0.9215203,0.010774700902118248,1.0
0.0325898,0.010171037636863193,1.0
1.5243505,0.010354944294341618,1.0
0.104418315,0.009248755300181093,1.0
0.24105507,0.00913763689046731,1.0
-0.8623413,0.010109003581436028,1.0
-0.09981985,0.010596287800655394,1.0
-0.015194574,0.009980133948451998,1.0
0.21708778,0.009511453571826534,1.0
0.8029163,0.010591253511956156,1.0
0.2562743,0.009892040919587395,1.0
0.03893253,0.009834981716285038,1.0
-0.7705612,0.010453502761291741,1.0
-0.029496176,0.00911935152571652,1.0
1.1297994,0.00977100281484521,1.0
0.7716295,0.009168109499228739,1.0
-0.07872002,0.009870340407810709,1.0
0.27492678,0.009688985323089478,1.0
1.1506368,0.009764698707345473,1.0
0.50572157,0.010500937986710337,1.0
0.041130397,0.009520230811420446,1.0
-0.042120308,0.010095680524047227,1.0
0.21830799,0.010769586475247585,1.0
-0.17789784,0.010042306033915458,1.0
-0.17507741,0.009478690875707362,1.0
0.26450577,0.009771444589306628,1.0
-0.6307222,0.010788066900403893,1.0
-0.4029737,0.0100324444399218,1.0
0.057362683,0.009801436957445436,1.0
0.15574834,0.00979742674078765,1.0
0.2748401,0.009168353874500969,1.0
0.24432285,0.009576387532361915,1.0
-0.12585612,0.009522540509075927,1.0
0.0069183046,0.009967018963704208,1.0
0.10782616,0.00933576627239565,1.0
2.0143118,0.010547039864954096,1.0
0.045888573,0.010611039452898862,1.0
0.12634583,0.010313469669458517,1.0
0.28431204,0.010563315312647118,1.0
0.26342943,0.009977027112391753,1.0
0.6579886,0.009705861168651854,1.0
0.8028957,0.010100219423239373,1.0
0.54843146,0.010106857299374253,1.0
0.17129499,0.009957355343822258,1.0
0.44040847,0.009180798117861813,1.0
0.5834841,0.00913117911626113,1.0
0.59636724,0.010907433191070931,1.0
-0.01462399,0.009992879379217192,1.0
-0.15640032,0.010473531121000136,1.0
1.2784308,0.010029994119077117,1.0
-0.023779817,0.010423298283933357,1.0
0.46098715,0.010060449137359859,1.0
-0.016768645,0.009471281448130345,1.0
-0.15311249,0.010942795452596164,1.0
-0.035877366,0.009291309148851056,1.0
0.10661265,0.009580751706686525,1.0
-0.14225739,0.010171981003475898,1.0
0.042783845,0.010136833366583598,1.0
0.25090948,0.00997353178720932,1.0
0.9201502,0.009758302946949663,1.0
0.59835607,0.01031022578729689,1.0
0.29682562,0.009619876502231731,1.0
-0.32016551,0.009913495911565965,1.0
0.008761579,0.009268430341135947,1.0
0.004643305,0.009216957735114245,1.0
0.0652192,0.009096040368028836,1.0
-0.01454972,0.010530540392196924,1.0
0.1829643,0.009298997026758841,1.0
1.8510852,0.009417591017709417,1.0
-0.08881824,0.010914531766009629,1.0
0.29299164,0.010778593660414986,1.0
0.8820089,0.010349301545004299,1.0
0.53280616,0.010432937460281493,1.0
0.30626777,0.009386741849284903,1.0
1.7843623,0.009129183515943896,1.0
-0.119015634,0.010482239710395979,1.0
-0.26272565,0.009975389053342066,1.0
0.14248681,0.009310563572393649,1.0
-0.028194107,0.00926470475510582,1.0
0.010411406,0.009942073018798332,1.0
0.41554427,0.009274789103303102,1.0
-0.047436632,0.010366959831968281,1.0
0.7264547,0.009585614722376621,1.0
0.23840293,0.009212465966355233,1.0
-0.10143896,0.010834412331843067,1.0
2.1319351,0.009594228540570456,1.0
0.015247466,0.01081942821615155,1.0
-0.16073279,0.009477039591520723,1.0
0.46308652,0.009493659536976132,1.0
0.23122784,0.010917872465076361,1.0
-0.8800611,0.01044066319197895,1.0
0.18058643,0.009879735750119809,1.0
-0.0046781995,0.009690249385649372,1.0
0.038510807,0.009490493341885039,1.0
0.14330748,0.008962157843656181,1.0
0.030714182,0.009358709732304751,1.0
0.46600947,0.009397628184271492,1.0
0.88024634,0.010966704812237528,1.0
0.25098747,0.009825081046643527,1.0
0.2155248,0.009708441310621827,1.0
0.040713813,0.009661689127489735,1.0
-0.07760519,0.010135499346017424,1.0
0.2629643,0.009226063505993486,1.0
1.8070331,0.010287893073931194,1.0
0.110863194,0.009159508017255171,1.0
0.5902934,0.010402916748454305,1.0
0.021513497,0.009307695358191275,1.0
-0.09707013,0.009690076579131925,1.0
0.41021952,0.009785128392488357,1.0
0.23268378,0.009838852212024858,1.0
0.06961955,0.009942457784410785,1.0
0.22372347,0.010014157133145784,1.0
-0.057117157,0.009610851815051386,1.0
-0.26309618,0.01096182987433013,1.0
0.039548848,0.010037106372984423,1.0
0.8235689,0.010976392334779933,1.0
-0.00877805,0.010448816855999462,1.0
0.88254565,0.010432505865734446,1.0
0.036523923,0.010042019984207881,1.0
-0.62788355,0.010155278159519698,1.0
0.061275627,0.009439955193897164,1.0
0.540805,0.009115711910645212,1.0
1.2805467,0.009455906596837694,1.0
-0.3849473,0.009513146479526112,1.0
0.0983939,0.009410676939754867,1.0
0.69113505,0.010736920846328313,1.0
0.29479218,0.009630105162079636,1.0
2.3216853,0.009684262841414009,1.0
-0.13325135,0.009787265561563325,1.0
-0.26363584,0.0095696259963293,1.0
0.09719967,0.010176473943060243,1.0
0.70561755,0.010399609315622073,1.0
